132.227.113.196 User - [11/12/2012:16:50:44 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:50:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:50:46 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:50:47 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:50:48 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:51:24 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:51:27 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:51:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:51:34 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:51:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:51:39 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:51:39 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Le mariage est un acte religieux à la base" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:51:41 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:51:44 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:52:01 +0200] "graphicalToolMessage CHANGE_GRAPHICAL_ITEM_CONTENT Tout dépend de l'éducation" 3 - "graphicalTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:52:01 +0200] "graphicalToolMessage ADD_GRAPHICAL_ITEM_COMMENT Si un enfants remarque qu'il a  bien été éduqué, il va vouloir reproduire la m^me chose ..." 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:52:12 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:52:13 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:52:14 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:52:15 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:52:31 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:52:35 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:52:37 +0200] "graphicalToolMessage CHANGE_GRAPHICAL_ITEM_CONTENT c'est un débat qui doit avoir lieu entre personnes religieuses" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:52:42 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM contre, le monde ne sera jamais 100% homosexualité" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:52:48 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:52:50 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:52:56 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM Pas encore démontré, plutôt un consensus parmi les chercheurs" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:53:00 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:53:05 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:53:07 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:53:09 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:53:28 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM C'est les choix de l'enfant et pas forcemment son education :)" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:53:29 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:53:37 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:53:38 +0200] "graphicalToolMessage CREATE_GRAPHICAL_ITEM La france est laïque et ici on discute des droits des homosexuels francais." 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:53:41 +0200] "graphicalToolMessage CREATE_CONNECTION_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:53:52 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:53:54 +0200] "graphicalToolMessage MOVE_GRAPHICAL_ITEM" 3 - "graphicalTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:54:12 +0200] "DisableServiceMessage" 3 - "graphicalTool" "GenericType"
- - - [11/12/2012:16:54:12 +0200] "Step ended-step number-3" - - "-" "SessionType"
- - - [11/12/2012:16:54:12 +0200] "Step started-step number-4" - - "-" "SessionType"
- - - [11/12/2012:16:54:12 +0200] "GroupInfo[Cedric:1;amna:1;3152019_3268955:1;amy:1;Mihai_Luiggi:1;ZacharyEtNewfel:1;AlexPavy:1;10:1;rachid:1;User:1;chani:1;]" - - "-" "SessionType"
132.227.113.204 SERVER - [11/12/2012:16:54:18 +0200] "StartVoteMessage" 4 - "positionometerTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:54:21 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:54:21 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:54:22 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.205 Cedric - [11/12/2012:16:54:22 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.196 User - [11/12/2012:16:54:23 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.195 amy - [11/12/2012:16:54:25 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:54:28 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.197 chani - [11/12/2012:16:54:31 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.194 amna - [11/12/2012:16:54:31 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:54:31 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:54:32 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:54:32 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.206 rachid - [11/12/2012:16:54:34 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:55:17 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:55:18 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:55:25 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.202 10 - [11/12/2012:16:55:26 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:01 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:01 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:04 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:06 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:06 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:07 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:08 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.201 AlexPavy - [11/12/2012:16:56:13 +0200] "PositionometerMessage 2" 4 - "positionometerTool" "GenericType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:56:58 +0200] "PositionometerMessage 1" 4 - "positionometerTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:57:08 +0200] "StopVoteMessage" 4 - "positionometerTool" "GenericType"
132.227.113.204 SERVER - [11/12/2012:16:57:18 +0200] "DisableServiceMessage" 4 - "positionometerTool" "GenericType"
- - - [11/12/2012:16:57:18 +0200] "Step ended-step number-4" - - "-" "SessionType"
- - - [11/12/2012:16:57:18 +0200] "Session ended" - - "-" "SessionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.203 Mihai_Luiggi - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.195 amy - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.207 3152019_3268955 - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.205 Cedric - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.206 rachid - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.197 chani - [11/12/2012:16:58:31 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.196 User - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.200 ZacharyEtNewfel - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.202 10 - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.194 amna - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
132.227.113.201 AlexPavy - [11/12/2012:16:58:32 +0200] "-" - - "-" "DisconnectionType"
